$C_s$ (cm$\mathregular{^{-3}}$),t 5% loss (h),t 10% loss (h),t 15% loss (h),t 20% loss (h)
1e+16,0.4824120603015075,0.964824120603015,1.4472361809045227,2.8944723618090453
1e+18,0.4824120603015075,0.4824120603015075,0.964824120603015,1.92964824120603
1e+22,0.0,0.4824120603015075,0.964824120603015,1.4472361809045227
